id,title,announcementTitle,shortAnnouncementTitle,status,type,accessType,endAt,startAt,division/id,division/name,division/lat,division/lng,tags/0/name,tags/1/name,merchant/id,merchant/name,merchant/websiteUrl,options/0/expiresInDays,options/0/redemptionLocations/0/name,options/0/redemptionLocations/0/streetAddress1,options/0/redemptionLocations/0/streetAddress2,options/0/redemptionLocations/0/state,options/0/redemptionLocations/0/city,options/0/redemptionLocations/0/neighborhood,options/0/redemptionLocations/0/postalCode,options/0/redemptionLocations/0/country
natural-wellness-center-fremont,One or Two Full-Body and Reflexology Massage Packages at Natural Wellness Center (Up to 62% Off),Up to 62% Off Massage Packages at Natural Wellness Center,Body/Reflexology Massage,open,groupon,extended,2041-04-18T06:59:59Z,2016-12-13T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Massage,Massage - Full Body,natural-wellness-center-fremont,Natural Wellness Center,http://www.naturalwellnesspleasanton.com/map,120,Central-Downtown Fremont,39352 Fremont Boulevard,,CA,Fremont,Central-Downtown Fremont,94538,US
laseraway-28,"Laser Hair-Removal Treatments on a Small, Medium, or Large Area at LaserAway (Up to 89% Off)",LaserAway – Up to 89% Off Laser Hair Removal,Laser Hair Removal,open,groupon,extended,2040-11-29T07:59:59Z,2016-07-26T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Laser Hair Removal,Hair Removal & Epilation,laser-away,LaserAway,http://www.laseraway.net/,120,Camp Parks,5264 Dublin Blvd Ste 525,,CA,Dublin,Camp Parks,94568,US
guang-health-service-4,Up to 78% Off Signature Facial at Guang Health Service,Up to 78% Off Signature Facial at Guang Health Service,Signature Facial,open,groupon,extended,2039-11-19T07:59:59Z,2015-07-15T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Facial,Facial Treatments,guang-health-service,Guang Health Service,http://dodospa.com,120,Newark,5878 MOWRY SCHOOL RD,,CA,Newark,Newark,94560,US
guang-health-service-3,Up to 56% Off Full Body & Foot Massage at guang health service,Up to 56% Off Full Body & Foot Massage at guang health service,Full Body & Foot Massage,open,groupon,extended,2039-10-11T06:59:59Z,2015-06-04T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Massage,In Spa Massage (Massage type decided by customer),guang-health-service,guang health service,http://dodospa.com,120,Newark,5878 MOWRY SCHOOL RD,,CA,Newark,Newark,94560,US
elaine-c-eyebrows-lashes-1,$199 for Microblading Session for Both Eyebrows at Elaine C. Eyebrows & Lashes ($500 Value),60% Off Microblading at Elaine C. Eyebrows & Lashes ,Microblading,open,groupon,extended,2041-08-11T06:59:59Z,2017-04-07T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Eyebrow Embroidery,Facial Treatments,elaine-c-eyebrows-lashes,Elaine C. Eyebrows & Lashes,https://www.facebook.com/Elaine.C.studio/,120,Downtown Walnut Creek,1990 North California Boulevard,,CA,Walnut Creek,Downtown Walnut Creek,94596,US
ocean-view-massage-2,One or Two 60-Minute Custom Massages at Beauty Elements (Up to 56% Off),Up to 56% Off 60-Minute Massages,60-Minute Massages,open,groupon,extended,2040-11-24T07:59:59Z,2016-07-21T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Massage,Massage - Custom,ocean-view-massage,Beauty Elements,http://www.fremontbeautyelements.com,120,Fremont,3909 Stevenson Boulevard,Ste A,CA,Fremont,Central-Downtown Fremont,94538,US
chiropractic-works-12,60- or 90-Minute Custom Massage at Chiropractic Works (Up to 68% Off),Up to 68% Off Custom Massages,Custom Massages,open,groupon,extended,2041-08-09T06:59:59Z,2017-04-05T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Massage,Massage - Full Body,chiropractic-works-1,Chiropractic Works,http://www.chiropracticworksca.com,120,Noddin,1610 Blossom Hill Rd.,Suite 1,CA,San Jose,Noddin,95124,US
planet-beach-contempo-spa-milpitas,Three or Five Automated Spa Services or Spray- or UV-Tans at Planet Beach Spray & Spa (Up to 80% Off) ,Up to 80% Off at Planet Beach Spray & Spa ,Planet Beach Spray & Spa,open,groupon,extended,2041-01-31T07:59:59Z,2016-09-27T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Spa Services,Spa - Day Pass,planet-beach-contempo-spa,Planet Beach Spray & Spa,http://www.planetbeach.com/,120,Planet Beach Spray & Spa - Milpitas,527 East Calaveras Boulevard,,CA,Milpitas,Midtown,95035,US
skindustry-studio-2,Microdermabrasion Treatment with Retinol Booster and Optional Chemical Peel at Skindustry Studio (Up to 55% Off),Up to 55% Off Microdermabrasion Treatments,Microdermabrasion Treatments,open,groupon,extended,2040-07-25T06:59:59Z,2016-03-21T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Microdermabrasion,Facial Treatments,skindustry-studio,Skindustry  Studio,http://skindustrystudio.com,120,San Carlos,1293 Laurel St.,,CA,San Carlos,San Carlos,94070,US
arch-threading-salon-2,Three or Six Eyebrow Threading Sessions at Arch Threading Salon (Up to 53% Off),Up to 53% Off Eyebrow Threading,Eyebrow Threading,open,groupon,extended,2040-10-09T07:00:00Z,2016-06-09T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Hair Removal & Epilation,Threading,arch-threading-salon,Arch Threading Salon,https://www.facebook.com/archsalons/,120,Ardenwood,4916 Paseo Padre Parkway,,CA,Fremont,Ardenwood,94555,US
moler-barber-college,5 or 10 Haircuts at Moler Barber College (Up to 64% Off),Up to 64% Off Haircuts at Moler Barber College,Up to 10 Haircuts,open,groupon,extended,2037-09-11T06:59:59Z,2013-05-11T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Salon - Haircut - Men / Barber,Hair Cuts & Styling,moler-barber-college,Moler Barber College,http://www.moler.org,180,Mosswood,3815 Telegraph Ave.,,CA,Oakland,Mosswood,94609,US
diamond-white-usa-86-san-francisco,"
$13.99 for a 3D Teeth-Whitening Kit with Lifetime Gel Refills from DiamondWhiteUSA ($129 Value) ",89% Off Teeth-Whitening Kit and Refills,Teeth-Whitening Kit and Refills,open,groupon,extended,2040-07-06T06:59:59Z,2016-03-02T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Dentistry & Dental Care,Teeth Whitening - Home Tray / Pen,diamond-white-usa,Diamond White USA,http://www.diamondwhiteusa.com,120,,,,,,,,
eastbay-medical-clinics-4,"Laser Hair-Removal Treatments on a Small, Medium, or Large Area at Eastbay Medical Clinics (Up to 89% Off) ",Up to 89% Off Laser Hair Removal,Laser Hair Removal,open,groupon,extended,2040-10-06T06:59:59Z,2016-06-02T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Laser Hair Removal,Hair Removal & Epilation,eastbay-medical-clinics,Eastbay Medical Clinics,http://www.eastbaymedicalclinics.com,120,Concord,3101 Clayton Road,,CA,Concord,Concord,94519,US
light-health-center-2,One 75- or 90-Minute Bodyworks Massage with Heat and Essential Oils at Light Health Center (Up to 66% Off) ,Up to 66% Off Massage Package,Massage Package,open,groupon,extended,2039-12-14T07:59:59Z,2015-08-10T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Massage,Massage - Deep Tissue,light-health-center,Light Health Center,http://lighthealthcenter.com/,90,Light Health Center,2571 N 1st St,,CA,San Jose,North San Jose,95131,US
mintrx-pharmacy-skin-clinic,3ml or 5ml Bimatoprost Kit (Generic Latisse) at MintRx Pharmacy & Skin Clinic (Up to 28% Off)   ,Up to 28% Off Sandoz Generic Latisse Kits,Sandoz Generic Latisse Kits,open,groupon,extended,2041-05-23T09:59:59Z,2017-01-17T05:00:00Z,abilene,"Abilene, TX",32.4487,-99.7331,Eyelash Treatment - Latisse,Facial Treatments,tella-derm-md,MintRx Pharmacy & Skin Clinic,https://www.mintrxpharmacy.com,90,,,,,,,,
clarity-skin-care-for-men-and-women,"One or Three Microdermabrasion Facials, or One Deluxe Facial at Clarity Skin Care For Men & Women (Up to 55% Off)",Up to 55% Off Facial Treatments,Facial Treatments,open,groupon,extended,2038-09-24T06:59:59Z,2014-05-21T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Microdermabrasion,Facial Treatments,clarity-skin-care-for-men-and-women,Clarity Skin Care For Men & Women,http://www.clarityspa.com/,120,Central Downtown,40000 Fremont Blvd.,Suite D,CA,Fremont,Central Downtown,94538,US
lavender-salon-day-spa-1,"One, Three, or Five Blowouts at Lavender Salon & Day Spa (Up to 51% Off)",Up to 51% Off at Lavender Salon & Day Spa,Blowout,open,groupon,extended,2040-01-28T07:59:59Z,2015-09-24T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Hair Cuts & Styling,Salon - Blow Dry / Blow Out,lavender-salon-day-spa,Lavender Salon & Day Spa,http://atspalavender.com/,150,Glenmoor,5141 Mowry Avenue,,CA,Fremont,Glenmoor,94538,US
melt-that-fat-away-13-san-francisco,"One, Three, or Six Laser-Like Body Slimming Treatments at Melt That Fat Deals (Up to 85% Off) ",Laser-Like Body Slimming Treatments – Up to 85% Off,Laser-Like Body Slimming,open,groupon,extended,2041-01-03T07:59:59Z,2016-08-30T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Liposuction - Non-Invasive Laser (iLipo),Weight Loss,melt-that-fat-away,Melt That Fat Deals,http://www.meltthatfatdeals.com/,180,Dublin,7450 San Ramon Rd.,,CA,Dublin,Downtown Dublin,94568,US
arch-threading-salon-1,"One or Three Bikini Waxes or Bikini, Full Legs, and Underarms Waxing at Arch Threading Salon (Up to 58% Off)","Up to 58% Off Bikini, Legs, and Underarm Waxing",Waxing Services,open,groupon,extended,2040-10-10T06:59:59Z,2016-06-09T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Waxing - Brazilian / Bikini,Hair Removal & Epilation,arch-threading-salon,Arch Threading Salon,https://www.facebook.com/archsalons/,120,Ardenwood,4916 Paseo Padre Parkway,,CA,Fremont,Ardenwood,94555,US
natural-spinal-care-2,Custom Massage with Spinal and Posture Exam or Custom Massage Package at Natural Spinal Care (Up to 85% Off) ,Up to 85% Off Custom Massage ,Custom Massages,open,groupon,extended,2040-05-20T06:59:59Z,2016-01-15T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Alternative Medicine,Chiropractic Services - Massage and Exam,natural-spinal-care,Natural Spinal Care,http://www.dublindc.com/,120,Dublin,7450 San Ramon Rd.,,CA,Dublin,Dublin,94568,US
serenity-medspa-5,$169 for 20 Units of Botox at Serenity MedSpa ($340 Value),50% Off Botox at Serenity MedSpa,Botox,open,groupon,extended,2039-01-15T07:59:59Z,2014-09-11T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Injection - Botox,Injections,serenity-med-spa,Serenity MedSpa,http://www.serenitymedspa.com,120,Serenity MedSpa,126 Post Street,2nd Floor,CA,San Francisco,Downtown,94108,US
andalusia-day-spa-2-9,$58 for a 60-Minute Full-Body Massage with Oil at Andalusia Day Spa ($88 Value) ,34% Off Full-Body Massage at Andalusia Day Spa,Full-Body Massage with Oil,open,groupon,extended,2040-07-20T06:59:59Z,2016-03-16T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Massage,Massage - Full Body,andalusia-day-spa,Andalusia Day Spa,http://andalusiadayspa.com,90,South Sundale,40643 Grimmer Boulevard,,CA,Fremont,South Sundale,94538,US
mona-skin-care-7,$29 for $60 Worth of Microdermabrasion — Mona Skin Care,52% Off Microdermabrasion,Microdermabrasion,open,groupon,extended,2040-02-08T08:00:00Z,2015-10-09T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Microdermabrasion,Facial Treatments,mona-skin-care-4,Mona Skin Care...,http://www.monaskincare.com,150,San Ramon,21001 San Ramon Valley Boulevard,,CA,San Ramon,San Ramon,94583,US
hair-galleria-9,One or Three Eyebrow Threading Sessions with Lip Wax at Hair Galleria (Up to 65% Off),Up to 65% Off Eyebrow Threading at Hair Galleria,Eyebrow Threading,open,groupon,extended,2041-05-20T06:59:59Z,2017-01-14T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Eyebrow - Threading - Tinting,Facial Treatments,hair-galleria-1,Hair Galleria,http://www.hgalleria.com/,120,Sunnyvale,201 S Mary Ave,Ste 3,CA,Sunnyvale,Washington,94086,US
laser-away-14-san-francisco,"Three Laser Tattoo-Removal Treatments on a Small, Medium, or Large Area at LaserAway (Up to 83% Off)",Up to 83% Off Tattoo Removal at LaserAway,Tattoo Removal at LaserAway,open,groupon,extended,2038-02-26T06:59:59Z,2013-10-23T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Cosmetic Surgery,Tattoo Removal,laser-away,LaserAway,https://www.laseraway.com/,180,Downtown Walnut Creek,1628 N Main St.,,CA,Walnut Creek,Downtown Walnut Creek,94596,US
harmony-reflexology-1,One-Hour Deep-Tissue or Swedish Massage at Harmony Reflexology (42% Off) ,42% Off Massage at Harmony Reflexology,One-Hour Massage,open,groupon,extended,2038-09-28T06:59:59Z,2014-05-25T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Spa Services,Pampering Package with Choice of Service(s),harmony-reflexology,Harmony Reflexology,http://www.harmonyreflexology.com,120,Mountain View,1778 Miramonte Ave,,CA,Mountain View,Miramonte-Springer,94040,US
laseraway-55,Laser Hair-Removal at LaserAway (Up to 89% Off). Three Options Available.,Up to 89% Off Laser Hair-Removal at LaserAway,Laser Hair-Removal,open,groupon,extended,2041-06-28T06:59:59Z,2017-02-22T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Laser Hair Removal,Hair Removal & Epilation,laser-away,LaserAway,http://www.laseraway.com,120,East Los Gatos,15200 Los Gatos Blvd,,CA,Los Gatos,East Los Gatos,95032,US
dd-beauty-salon-7,"Haircut, Shampoo, Conditioner, and Blow-Dry with Optional Full Highlights at DD Beauty Salon (Up to 67% Off)",Up to 67% Off Haircut Packages at DD Beauty Salon,Haircut Packages,closed,groupon,,2017-04-12T03:07:43Z,,san-jose,San Jose,37.3394,-121.895,Hair Cuts & Styling,Salon - Haircut - Women,dd-beauty-salon,DD Beauty Salon,http://www.yelp.com/biz/dd-beauty-salon-san-jose,180,West Valley,375 Saratoga Ave.,Suite K,CA,San Jose,West Valley,95129,US
east-west-foot-spa-1,A 60-Minute Deep-Tissue Massage at East West Foot Spa (50% Off),50% Off Deep-Tissue Massage,Deep-Tissue Massage,open,groupon,extended,2039-03-03T07:59:59Z,2014-10-31T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Massage,Massage - Deep Tissue,east-west-foot-spa,East West Foot Spa,http://eastwestfootspa.yolasite.com/,120,San Carlos,1136 El Camino Real,,CA,San Carlos,,94070,US
m-m-thread-salon-1-1,30% Off Eyebrow Threading at M&M Thread Salon,30% Off Eyebrow Threading,30% Off Eyebrow Threading,open,groupon,extended,2040-01-05T08:00:00Z,2015-09-05T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Hair Removal & Epilation,Threading,m-m-thread-salon,M&M Thread Salon,http://www.mnmthreadsalon.net/,120,M & M Thread Salon,721 Camino Plaza,,CA,San Bruno,San Bruno,94066,US
18-8-mens-hair-and-grooming-centre-oakland,$25 One Men's Haircut Package at 18|8 Fine Men's Salons ($44 Value) ,43% Off Men's Haircut Package,Men's Haircut Package,open,groupon,extended,2039-12-02T07:59:59Z,2015-07-29T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Salon - Haircut - Men / Barber,Hair Cuts & Styling,18-8-mens-hair-and-grooming-centre-oakland,18|8 Fine Men's Salons,http://eighteeneight.com/oakland-ca,90,Lakeshore,3340 Lakeshore Avenue,,CA,Oakland,Lakeshore,94610,US
wat-po-thai-spa-6-20,Individual's or Couples Thai Massage with Add-Ons at Wat Po Thai Spa (Up to 56% Off). Four Options Available.,Up to 56% Off Thai Massage Packages ,Thai Massage Packages,open,groupon,extended,2041-01-20T07:59:59Z,2016-09-16T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Massage - Thai,Massage,wat-po-thai-spa,Wat Po Thai Spa,http://www.watpothaispa.com/,90,Belmont,2100 Carlmont Dr.,Ste. 10,CA,Belmont,Western Hills,94002,US
mikayla-s-hair-nails-salon-1,Mani-Pedis at Mikayla’s Hair & Nails Salon (Up to 41% Off). Four Options Available.,Up to 41% Off Mani-Pedis at Mikayla’s Hair & Nails Salon ,Mani-Pedis,open,groupon,extended,2040-08-30T06:59:59Z,2016-04-26T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Nail Spa/Salon - Shellac / No-Chip / Gel,Nail Services,mikayla-s-hair-nails-salon,Mikayla’s Hair & Nails Salon,http://mikaylashairnailsalonsunnyvale.com/,120,Mikayla’s Hair & Nails Salon,1275 South Mary Avenue,,CA,Sunnyvale,Cherryhill,94087,US
laura-rodriguez-tangles-salon,"One or Two Groupons, Each Good for a Shellac Manicure from Laura Rodriguez at Tangles Salon (Up to 39% Off)",Up to 39% Off Shellac Manicures,Shellac Manicures,open,groupon,extended,2039-09-15T07:00:00Z,2015-05-16T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Nail Spa/Salon - Manicure,Nail Services,5150-salon-laura-rodriguez,Laura Rodriguez at Tangles Salon,http://www.facebook.com/LauraRodriguez5150Salon,120,Irvington,4004 Bay Street,,CA,Fremont,Irvington,94538,US
guang-health-service-5,One or Three 90-Minute Full-Body Massages at Guang Health Service (Up to 69% Off),Up to 69% Off Full-Body Massages,Full-Body Massages,open,groupon,extended,2040-11-16T07:59:59Z,2016-07-13T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Massage,Massage - Full Body,guang-health-service,Guang Health Service,http://dodospa.com,120,Newark,5878 MOWRY SCHOOL RD,,CA,Newark,Newark,94560,US
rtchbtch-4,Basic Peel or Facial at Rtch/Btch (Up to 85% Off),Up to 85% Off Basic Peel or Facial,Basic Peel or Facial,open,groupon,extended,2041-01-14T07:59:59Z,2016-09-13T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Facial - Peeling,Facial Treatments,rtch-btch,Rtch/Btch,http://rtchbtch.moonfruit.com,120,"ModVellum, Inc.",1628 Union St,,CA,San Francisco,Union Street,94123,US
health-and-beauty-physicians,$179 for 20 Units of Botox at Health and Beauty Physicians ($400 Value),55% Off Botox Injections,Botox Injections,open,groupon,extended,2040-01-14T07:59:59Z,2015-09-10T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Injection - Botox,Injections,health-and-beauty-physicians,Health and Beauty Physicians,http://www.healthandbeautyphysicians.com/,120,Sunnyvale,697 East Remington Drive,,CA,Sunnyvale,Sunnyvale,94087,US
fremont-day-spa-2,Regular or Deluxe Pampering Package for One or Two at Fremont Day Spa (Up to 56% Off),Up to 56% Off Spa Packages for One or Two,Spa Packages for One or Two,open,groupon,extended,2040-11-09T07:59:59Z,2016-07-06T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Spa Services,Pampering Package with Choice of Service(s),fremont-day-spa,Fremont Day Spa,http://fremontdayspa.com/,120,Fremont Day Spa,39374 Fremont Blvd,,CA,Fremont,Central-Downtown Fremont,94538,US
narayan-wellness-pleasanton,"One or Three 60-Minute Massages at Narayan Wellness, Inc. (Up to 65% Off) ",Up to 65% Off Massages ,Massages,open,groupon,extended,2040-04-07T06:59:59Z,2015-12-03T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Massage,Massage - Full Body,dublin-physical-therapy-inc,"Narayan Wellness, Inc.",http://www.narayanwellness.com/,120,Narayan Wellness,2340 Santa Rita Road,Suite 3,CA,Pleasanton,Pleasanton,94566,US
calla-wellness-center-and-spa-2,One 70-Minute Microdermabrasion Facial at Calla Wellness Center and Spa (Up to 54% Off) ,Up to 54% Off Microdermabrasion Facial,Microdermabrasion Facial,open,groupon,extended,2040-10-18T06:59:59Z,2016-06-14T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Microdermabrasion,Facial Treatments,calla-wellness-center-and-spa,Calla Wellness Center and Spa,http://callacenter.com,120,East Murphy,441 De Guigne Drive,,CA,Sunnyvale,East Murphy,94085,US
house-of-style-6,Hair Services at House of Style (Up to 67% Off). Four Options Available.,Up to 67% Off Hair Services at House of Style,Cut Package or Brazilian Blowout,open,groupon,extended,2039-05-15T06:59:59Z,2015-01-09T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Hair Cuts & Styling,Salon - Hair Color / Highlights,house-of-style,House of Style,http://www.houseofstylelivermore.com/,180,Jensen Tract,2980 Pacific Avenue,,CA,Livermore,Jensen Tract,94550,US
the-love-lab-san-francisco,$74 for a Two-Hour Couples-Massage Class at The Love Institute ($135 Value) ,45% Off a Couples Massage Class at The Love Institute,Two-Hour Couples Massage Class,open,groupon,extended,2038-10-31T06:59:59Z,2014-06-27T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Courses - Entertainment Media / Arts,Massage Course,massage-la,The Love Institute,http://theloveinstitute.com/,180,Palo Alto,705 Cowper St.,"Hosted in The Yoga Loft, behind the Cowper Inn",CA,Palo Alto,University South,94301,US
the-beach-club-2-6,One Spray Tan or Three UV Tanning Sessions at The Beach Club (Up to 51% Off),Up to 51% Off UV or Spray Tans,One Spray Tan or Three UV Tans,open,groupon,extended,2039-05-15T06:59:59Z,2015-01-09T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Tanning - Bed / Booth,Tanning,the-beach-club,The Beach Club,http://www.thebeachclubtanning.com,90,Cambrian,2045 Camden Ave.,,CA,San Jose,Cambrian,95124,US
luxury-spa,"One, Two, or Three Spa Aveda Services with Sauna Access at Luxury Spa (Up to 47% Off)",Up to 47% Off Aveda Spa Services ,Aveda Spa Services,open,groupon,extended,2040-01-06T07:59:59Z,2015-09-02T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Spa Services,Pampering Package with Choice of Service(s),reve-spa-salon,Luxury Spa,http://luxuryspasanmateo.com/,180,Downtown,241 S San Mateo Dr,,CA,San Mateo,Downtown,94401,US
