id,title,announcementTitle,shortAnnouncementTitle,status,type,accessType,endAt,startAt,division/id,division/name,division/lat,division/lng,tags/0/name,tags/1/name,merchant/id,merchant/name,merchant/websiteUrl,options/0/expiresInDays,options/0/redemptionLocations/0/name,options/0/redemptionLocations/0/streetAddress1,options/0/redemptionLocations/0/streetAddress2,options/0/redemptionLocations/0/state,options/0/redemptionLocations/0/city,options/0/redemptionLocations/0/neighborhood,options/0/redemptionLocations/0/postalCode,options/0/redemptionLocations/0/country
goldstar-orinda-theatre,"Comedian John DiResta - Thursday April 13, 2017 / 8:00pm","Comedian John DiResta - Thursday April 13, 2017 / 8:00pm",Orinda Theatre,open,groupon,featured,2017-04-14T03:00:00Z,2017-04-08T16:52:17Z,san-francisco,San Francisco,37.7752,-122.419,Comedy,Stand-up Show,goldstar,Orinda Theatre,http://lamorindatheatres.com,,Northwood-Tara,4 Orinda Theatre Square,,CA,Orinda,Northwood-Tara,94563,US
escape-game-911-2,Room Escape Game for Two or Four at Escape Game 911 (Up to 40% Off),Up to 40% Off at Escape Game 911,Room Escape Game,open,groupon,extended,2040-01-29T07:59:59Z,2015-09-25T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Gaming,Room Escape Game,escape-game-911,Escape Game 911,http://escapegame911.com/,180,Winchester,20 Harold Ave,Ste C5,CA,San Jose,Winchester,95050,US
beyond-escape,$18 for a Zombie Escape Room Adventure for One at Beyond Escape ($28 Value),36% Off Zombie Escape Room Adventure,Zombie Escape Room Adventure,open,groupon,extended,2040-02-10T07:59:59Z,2015-10-07T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Gaming,Room Escape Game,beyond-escape-llc,Beyond Escape,http://www.beyond-escape.com/,120,Beyond Escape,660 Bryant Street,,CA,San Francisco,South of Market,94107,US
crawfish-and-catfish-festival,Two or Four Tickets to the Crawfish & Catfish Festival on September 9 or 10 (Up to 52% Off),52% Off Two or Four Tickets to Crawfish & Catfish Festival,Crawfish & Catfish Festival,open,groupon,extended,2017-09-07T06:59:59Z,2017-04-06T07:00:00Z,modesto,Modesto,37.6391,-120.997,Fairs & Festivals,Festival - Food,crawfish-catfish-festival,Crawfish & Catfish Festival,http://www.crawfishandcatfishfestival.com/,,Yolo County Fairgrounds,1250 East Gum Avenue,,CA,Woodland,Northstar,95776,US
smart-destinations-31,Go Las Vegas Card Multi–Attraction Pass with Admission to 3 or 5 Attractions from Choice of Many Options,Las Vegas Multi-Attraction Pass,Las Vegas Attraction Passes,open,groupon,extended,2039-10-24T06:59:59Z,2015-06-20T07:00:00Z,inland-empire,Inland Empire,34.1083,-117.29,Tour - Bus,Tour,smart-destinations,Go City Card,http://www.smartdestinations.com,30,,,,,,,,
plant-nite-22,Terrarium and Garden-Making Social Event from Plant Nite in Local Bars,44% Off Terrarium & Garden-Making Social Event ,Terrarium & Garden-Making Event,open,groupon,extended,2040-10-18T06:59:59Z,2016-06-14T07:00:00Z,modesto,Modesto,37.6391,-120.997,Gardening / Farming / Beekeeping Education,Courses - Continuing Education,plant-nite,Plant Nite,https://www.plantnite.com/?utm_source=Groupon&utm_medium=Deal&utm_campaign=GreaterSanFrancisco,120,Plant Nite,311 Judah St,,CA,Roseville,Cherry Glen,95678,US
shasta-mud-run-1,"5K or 10K Admission to Shasta Mud Run on May 13, 2017 (Up to 40% Off)",Up to 40% Off Shasta Mud Run,5K or 10K Mud Run,open,groupon,extended,2017-05-11T06:59:59Z,2017-04-06T07:00:00Z,eugene,Eugene,44.0521,-123.087,Races & Runs,Race - Mud Run (Activity / Experience),shasta-mud-run,Shasta Mud Run,http://shastamudrun.com/,,Ross Ranch ,11973 Old Oregon Trail,,CA,Redding,North Redding,96003,US
half-moon-bay-kayak-company-4,$35 for a 1-Hour Paddleboard or Single- or Double-Kayak Rental for 2 from Half Moon Bay Kayak ($65 Value),46% Off Kayak or Paddleboard Rental,Kayak or Paddleboard Rental,open,groupon,extended,2039-02-20T07:59:59Z,2014-10-17T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Kayak Rental,Boat Rental,half-moon-bay-kayak-company,Half Moon Bay Kayak Co.,http://www.hmbkayak.com/,90,El Granada,2 Johnson Pier,,CA,Half Moon Bay,El Granada,94019,US
faultline-brewing-5,$13 for Two Flights of Five Beers and One Appetizer at Faultline Brewing Company (Up to $26.50 Value),51% Off Beer Flights and Appetizer,Beer Flights,open,groupon,extended,2039-02-04T07:59:59Z,2014-10-01T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Restaurant Specialty - Beer Tasting / Flights,Tastings,faultline-brewing,Faultline Brewing,http://www.faultlinebrewing-bayarea.com/,120,Sunnyvale,1235 Oakmead Pkwy.,,CA,Sunnyvale,Sunnyvale,94085,US
napa-valley-distillery-2,"Distillery Tour and Tasting for One, Two, or Four with Spirits Credit at Napa Valley Distillery (Up to 54% Off)",Up to 54% Off a Distillery Tour and Spirit Tasting,Distillery Tour and Tasting,open,groupon,extended,2040-10-29T06:59:59Z,2016-06-25T07:00:00Z,napa-sonoma,Napa / Sonoma,38.4405,-122.714,Experiential Dining,Tour - Distillery,napa-valley-distillery,Napa Valley Distillery,http://napadistillery.com,360,Napa Valley Distillery,2485 Stockton Street,,CA,Napa,Central Napa,94559,US
painting-vino-corporate-san-francisco,One 3-Hour Painting Classes at Painting & Vino (Up to 44% Off)  ,Up to 44% Off Painting Class at Painting & Vino,Three-Hour Painting Class,open,groupon,extended,2041-08-10T06:59:59Z,2017-04-06T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Courses - Entertainment Media / Arts,Painting Lesson,painting-vino,Painting & Vino - San Fracisco,http://paintingandvino.com/,90,Fiddler's Green of SF,1333 Columbus Ave,,CA,San Francisco,Fishermans Wharf,94133,US
smart-destinations-30,Go Oahu Card All-Inclusive 3-Day Pass includes admission to 30+ attractions for 3 days. Pay nothing at the gate.,All-Inclusive Pass to Oahu Attractions,Go Oahu Card,open,groupon,extended,2039-10-17T09:59:59Z,2015-06-13T05:00:00Z,dallas,Dallas,32.7811,-96.7971,Tour - Bus,Tour,smart-destinations,Go City Card,http://www.gooahucard.com,30,,,,,,,,
gl-monster-jam-68,"Monster Jam on Saturday, April 22, at 7 p.m.  ",Monster Jam – Up to 31% Off Monster-Truck Show,Monster-Truck Show,open,groupon,featured,2017-04-19T06:59:59Z,2017-04-08T07:00:00Z,modesto,Modesto,37.6391,-120.997,Family,Monster Trucks,feld-entertainment,Monster Jam,http://www.levisstadium.com/event/2017-04-22-monster-jam/,,Levi's Stadium,4900 Marie P DeBartolo Way,,CA,Santa Clara,Rivermark of Santa Clara,95054,US
flybayarea-com-2,Intro Flight with Digital Photo for One Pilot and One Optional Passenger from Fly Bay Area (41% Off)  ,41% Off Intro Flight Tour from Fly Bay Area,Flight Experience,open,groupon,extended,2038-11-22T07:59:59Z,2014-07-19T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Flying,Airplane (Ride / Experience),fly-bay-area-com,Fly Bay Area,http://www.flybayarea.com/,180,San Carlos,620 Airport Drive,Suite 7,CA,San Carlos,,94070,US
martinez-gun-club-2,"Trap Shooting Lesson for One, Two, Three, or Four at Martinez Gun Club (Up to 62% Off) ",Up to 62% Off Trap Shooting Lessons ,Trap Shooting Lessons,open,groupon,extended,2041-03-11T06:59:59Z,2016-11-05T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Shooting Range,Shooting,martinez-gun-club,Martinez Gun Club,http://martinezgunclub.net,120,Vine Hill,900 Waterbird Way,,CA,Martinez,Vine Hill,94553,US
rachel-dunn-chocolates-1,Chocolate-Making Class for One or Two at Rachel Dunn Chocolates (55% Off),55% Off Chocolate-Making Class,Chocolate-Making Class,open,groupon,extended,2038-01-08T06:59:59Z,2013-08-31T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Courses - Cooking,Confectionery / Chocolate Course,rachel-dunn-chocolates,Rachel Dunn Chocolates,http://www.racheldunnchocolates.com/,120,Concord,1021 Detroit Avenue,,CA,Concord,Concord,94518,US
gl-official-fan-package-572,SF Giants Game for Two and Optional Memorabilia (May 28–September 19) ,SF Giants – Up to 49% Off Signed Memorabilia & Game ,SF Giants (May–September),open,groupon,featured,2017-04-14T06:59:59Z,2017-04-07T07:00:00Z,modesto,Modesto,37.6391,-120.997,Sports,Baseball Game,fhs-entertainment-2,Official Fan Package,http://www.officialfanpackage.com/,,AT&T Park,24 Willie Mays Plaza,,CA,San Francisco,South Beach,94107,US
lake-chabot-golf-course-2-4,18 Holes of Golf for Two or Four with Cart Rental at Lake Chabot Golf Course (Up to 50% Off),Up to 50% Off at Lake Chabot Golf Course,Golf for Two or Four with Cart,open,groupon,extended,2041-01-26T07:59:59Z,2016-09-22T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Sports & Related,Golf - Recreational,lake-chabot-golf-course,Lake Chabot Golf Course,http://lakechabotgolf.com,120,Lake Chabot Golf Course,11450 Golf Links Rd.,,CA,Oakland,South Hills,94605,US
gl-comedy-oakland-10,Comedy Oakland (April 6–September 2) ,Comedy Oakland – Up to 33% Off Standup,Standup: Comedy Oakland,open,groupon,extended,2017-08-31T06:59:59Z,2017-04-01T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Comedy,Stand-up Show,comedy-off-broadway-oakland,Comedy Oakland,http://www.comedyoakland.com/,,Spice Monkey,1628 Webster St.,,CA,Oakland,Downtown Oakland,94612,US
gl-official-fan-package-573,San Francisco Giants Game for Two and Optional Signed Memorabilia (April 12–May 26) ,San Francisco Giants – Up to 50% Off Game & Signed Memorabilia,San Francisco Giants (Apr.–May),open,groupon,featured,2017-04-14T06:59:59Z,2017-04-07T07:00:00Z,modesto,Modesto,37.6391,-120.997,Sports,Baseball Game,fhs-entertainment-2,Official Fan Package,http://www.officialfanpackage.com/,,AT&T Park,24 Willie Mays Plaza,,CA,San Francisco,South Beach,94107,US
lost-worlds-adventures,Two Rounds of Laser Tag and One Round of Mini Golf for Four People at Lost Worlds Adventures (50% Off) ,50% Off Laser Tag and Mini Golf at Lost Worlds Adventures,Laser Tag and Mini Golf ,open,groupon,extended,2039-12-20T07:59:59Z,2015-08-16T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Shooting,Laser Quest / Tag (Activity / Experience),lost-worlds-adventures,Lost Worlds Adventures,http://lostworlds.rocks,90,Livermore,6538 Patterson Pass Road,,CA,Livermore,Livermore,94550,US
smart-destinations-2-los-angeles,Go Los Angeles Card All-Inclusive 2-Day Pass includes admission to 30+ attractions for 2 days. Pay Nothing at The Gate.,All-Inclusive Pass to Los Angeles Attractions ,Go Los Angeles Card,open,groupon,extended,2039-03-23T06:59:59Z,2014-11-17T08:00:00Z,inland-empire,Inland Empire,34.1083,-117.29,Tour - Bus,Tour,smart-destinations,Go City Card,http://smartdestinations.com,30,,,,,,,,
event-show-pro-5,$10 for Admission for Two to Bay Area Women's Expo on April 29 ($20 Value),Up to 50% Off Admission to Bay Area Women's Expo,Entry to Bay Area Women's Expo,open,groupon,extended,2017-04-29T06:59:59Z,2017-03-30T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Cultural Attractions,Hall - Exhibition,kids-expo-california,Event Show Pro,http://www.baywomensexpo.com/,,The Santa Clara Convention Center,5001 Great America Parkway,,CA,Santa Clara,Lakewood,95054,US
fanxchange-san-francisco-giants-vs-colorado-rockies-1,"San Francisco Giants vs. Colorado Rockies - Apr 14, 7:15 PM","San Francisco Giants vs. Colorado Rockies - Apr 14, 7:15 PM",San Francisco Giants vs. Colo...,open,groupon,featured,2017-04-15T02:15:00Z,2017-04-10T14:15:25Z,san-francisco,San Francisco,37.7752,-122.419,Sports,Baseball Game,fanxchange,San Francisco Giants vs. Colorado Rockies,,,South Beach,24 Willie Mays Plaza,AT&T Park,CA,San Francisco,South Beach,94107,US
gl-i-love-the-90-s-tour-3,"I Love the '90s: The Party Continues with TLC, Biz Markie, and Montell Jordan on Saturday, July 15, at 7 p.m.         ","I Love the 90s w/ TLC, Montell Jordan & More – Up to 52% Off ","TLC, Montell Jordan, Biz Markie",open,groupon,featured,2017-04-28T06:59:59Z,2017-04-07T07:00:00Z,napa-sonoma,Napa / Sonoma,38.4405,-122.714,Hip Hop Music,Music,live-nation-2017,"I Love The 90s: The Party Continues Tour with TLC, Biz Markie, and Montell Jordan",http://concerts1.livenation.com/event/1C00526E009451DE,,Concord Pavilion,2000 Kirker Pass Rd.,,CA,Concord,Clayton,94521,US
mare-island-golf-course-2,$55 for an 18-Hole Round of Golf for 2 with Cart Rental Mare Island Golf Club (Up to $116 Value),53% Off Golf for Two with Cart Rental,Golf for Two with Cart Rental,open,groupon,extended,2038-07-26T06:59:59Z,2014-03-22T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Sports & Related,Golf - Recreational,mare-island-golf-course,Mare Island Golf Club,http://mareislandgolfclub.com/,90,Vallejo,1800 Club Dr,,CA,Vallejo,Vallejo,94592,US
sky-high-sports-santa-clara-7,Two Hours of Jump Time Monday–Thursday at Sky High Sports (Up to 43% Off) ,Up to 43% Off Trampolining ,Trampolining ,open,groupon,extended,2040-10-29T06:59:59Z,2016-06-25T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Trampoline Park,Jumping,sky-high-sports-rancho-cordova,Sky High Sports,http://sjc.jumpskyhigh.com/,90,Sky High Sports Santa Clara,2880 Mead Ave,,CA,Santa Clara,East Murphy,95051,US
adventure-connection-inc-2-4,"One- or Two-Day Rafting Trip with Lunch or Wine for One or Two from Adventure Connection, Inc (Up to 51% Off)",Up to 51% Off River Rafting Trips,River Rafting Trips,open,groupon,extended,2017-07-02T06:59:59Z,2016-10-19T07:00:00Z,sacramento,Sacramento,38.5816,-121.494,Watersports,White Water Rafting (Ride / Activity),adventure-connection,"Adventure Connection, Inc.",http://www.raftcalifornia.com,,Lotus,6500 CA Hwy 49,,CA,Lotus,Tamaroo Ridge,95613,US
epidemic-ales,"Tasting Flight and Take-Home Logo Pint Glass for One, Two, or Four from Epidemic Ales (Up to 42% Off) ",Up to 42% Off Beer Flight and Logo Pint Glass ,Tasting Flight and Pint Glass,open,groupon,extended,2041-04-03T06:59:59Z,2016-11-28T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Restaurant Specialty - Beer Tasting / Flights,Tastings,epidemic-ales,Epidemic Ales,http://www.epidemicales.com,120,"Epidemic Ales, Concord CA",150 Mason Circle,Suite J,CA,Concord,Sun Terrace,94520,US
sterling-flight-aka-pacific-states-aviation,Two-Hour Airplane Lesson Package at Pacific States Aviation (46% Off),46% Off at Pacific States Aviation,Airplane Lesson Package,open,groupon,extended,2041-04-22T06:59:59Z,2016-12-17T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Flying,Airplane (Ride / Experience),pacific-states-aviation-sterling-flight,Pacific States Aviation,http://www.pacificstatesaviation.com/,120,Pacheco,81 John Glenn Drive,,CA,Concord,Pacheco,94520,US
aquatech-swim-school-1-1,Four or Unlimited Group Lessons at AquaTech Swim School (Up to 51% Off) ,Up to 51% Off Group Swim Lessons,Group Swim Lessons,open,groupon,extended,2040-06-17T06:59:59Z,2016-02-12T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Swimming - Training,Courses - Sports Training,aqua-tech-swim-school,AquaTech Swim School,http://www.aquatechswim.com/,90,Concord,"1220 Diamond Way, Ste 110",,CA,Concord,Ellinwood,94520,US
gl-bubble-run-10,"Bubble Run 5K on Saturday, June 10, at 8 a.m.",Bubble Run – Up to 60% Off 5K,Bubble Run 5K,open,groupon,extended,2017-06-09T06:59:59Z,2017-03-03T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Races & Runs,Race - Color (Activity / Experience),blacklight-run-3,Bubble Run,http://bubblerun.com/upcoming-locations/san-jose-ca-2017/,,Santa Clara County Fairgrounds,344 Tully Rd,,CA,San Jose,South San Jose,95111,US
goldstar-sailor-jacks,"Bay Area Singles Events - Sunday April 30, 2017 / 4:00pm","Bay Area Singles Events - Sunday April 30, 2017 / 4:00pm",Sailor Jack's,open,groupon,featured,2017-04-30T23:00:00Z,2017-04-10T21:32:11Z,san-francisco,San Francisco,37.7752,-122.419,Music Venue,Entertainment & Sporting Arena,goldstar,Sailor Jack's,http://www.sailor-jacks.com/,,Downtown Martinez,123 1st Street,,CA,Benicia,Downtown Martinez,94510,US
goldstar-mills-high-school-theater,"West Bay Community Band Spring Concert - Monday May 1, 2017 / 7:00pm","West Bay Community Band Spring Concert - Monday May 1, 2017 / 7:00pm",Mills High School Theater,open,groupon,featured,2017-05-02T02:00:00Z,2017-04-11T15:38:26Z,san-francisco,San Francisco,37.7752,-122.419,Orchestra,Arts,goldstar,Mills High School Theater,,,Millbrae,400 Murchison Drive,,CA,Millbrae,Millbrae,94030,US
preston-s-candy-ice-cream-2,Chocolate-Tasting Class with Take-Home Treats for Two at Preston’s Candy & Ice Cream in Burlingame ($100 Value),60% Off Chocolate Tasting and Tour in Burlingame,Chocolate Tasting and Tour,open,groupon,extended,2038-06-12T07:59:59Z,2014-02-06T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Tasting - Other,Tastings,preston-s-candy-ice-cream,Preston's Candy & Ice Cream,http://prestonscandy.com,180,Burlingame Terrace,1170 Broadway,,CA,Burlingame,Burlingame Terrace,94010,US
